username,date,tweet,existence,existence.confidence
PetriWessman,13/05/2023 08:11,The tolerant left: deny climate change and you'd be guilty of a crime against peace http://bit.ly/aFfkez,Y,0.6248
TobyStephensInV,13/05/2023 08:08,Global Warming sea level rise? Carbon footprint? Al Gore buys $9 million  estate by ocean http://bit.ly/bZKtRk,N,0.497
the_mayor77,13/05/2023 06:26,Climate-Change Cover-Up Down Under http://on.wsj.com/9oLe9G,Y,0.4946
Olirant,13/05/2023 05:48,"Yeah, about that Global Warming footprint, Al... You hypocritical jackass.",N,1
suzania,13/05/2023 04:48,@BrittaRiley spoke about http://www.windowfarms.org at last weeks discussion 'Illuminating the Science: Art and Climate Change'.,Y,0.6582
timbocop,13/05/2023 04:02,Global warming you tube parody you will like #IPCC #gop http://bit.ly/bBGWhC,N,0.6946
DataMB_,13/05/2023 03:06,NASA's also up for a Webby Award in Science (Climate Change site). Today is your last chance to vote! http://bit.ly/a0yCo9 (via @NASA),Y,0.6267
ELK64_official,13/05/2023 03:06,RT @KetyE: Impressions from the Ppl's World Conf 4 Climate Change & the Rights of Mother Earth http://bit.ly/99Rn5X #PWCCC #Cochabamba,NA,1
MarianKeyes,13/05/2023 02:21,"And why the fuck is it so cold? Fuck you, global warming.",N,0.6671
annelooney,13/05/2023 01:33,E.P.A. Makes Its Case on Climate Change - Green Blog - NYTimes.com http://bit.ly/9QoabV #green #climate change #environment,Y,1
senjatanuklir,13/05/2023 00:23,Ensure the Participation of Indigenous Peoples in UN Climate Change Policies: http://www.thepetitionsite.com/takeaction/534272577,NA,0.6383
kramplekun,12/05/2023 23:38,Hide the Decline' Global Warming Video Creator Says Backlash Effort to 'Cleanup' ClimateGate Indiscretion NewsBusters http://bit.ly/aHbbpu,NA,0.5046
Nash076,12/05/2023 23:25,http://bit.ly/5ipja China Going Green For Security Reasons | The Global Warming Statistics http://bit.ly/c6r4So,Y,1
pmddomingos,12/05/2023 22:39,RT @Chrissyh_22: Ensure the Participation of Indigenous Peoples in UN Climate Change Policies: http://is.gd/buDZb,NA,0.6835
ggerganov,12/05/2023 22:18,"RT @ClimateCentral: From a fab series of AGU lectures: Matthew Nisbet, ""Framing and Public Engagement on Climate Change"": http://ht.ly/1DFRG",NA,0.6656
Dementia_Grimm,12/05/2023 22:01,Irish LED manufacturer Nualight raises '9.1m in funding round led by Climate Change Capital http://bit.ly/9ege9t,NA,0.6198
mezaoptimizer,12/05/2023 21:46,Irish LED manufacturer Nualight raises '9.1m in funding round led by Climate Change Capital http://bit.ly/9ege9t,Y,0.6659
_bluemint11_,12/05/2023 21:32,RT @UN: SG's Advisory Group on Energy & Climate Change calls for new initiative to bring clean energy to the poor  http://bit.ly/9C0066 #UN,NA,0.6159
StuartKane19,12/05/2023 21:21,SG's Advisory Group on Energy & Climate Change calls for new initiative to bring clean energy to the poor  http://bit.ly/9C0066 #UN,NA,0.6479
NickGerlock,12/05/2023 19:42,Now they say we may go crazy?RT @myfoxnation: Gov't Report Says Global Warming May Cause Mental Illness : A new (cont) http://tl.gd/12h5nr,N,0.6713
emohusbando,12/05/2023 18:54,"#news Earth Day, Climate Change, and Cochabamba: -Mainstream Green Groups Cave In on Climate-Reclaiming Earth http://url4.eu/31w77",Y,0.6541
captdope,12/05/2023 18:49,More Global Warming Profiteering by Obama Energy Official http://ff.im/-jx0or,N,1
niceolecookies,12/05/2023 18:40,"RT @wilsondasilva: good journalism in The Economist, looking at climate change http://is.gd/bqexR #science #climate #environment #media",Y,0.6254
scionyphen,12/05/2023 18:40,RT @nytimesbusiness: E.P.A. Makes Its Case on Climate Change http://bit.ly/as7lTs,Y,0.6697
mugitchi,12/05/2023 18:37,RT @nytimesbusiness: E.P.A. Makes Its Case on Climate Change http://bit.ly/as7lTs,Y,0.6686
moooonflwr,12/05/2023 18:36,Global warming you tube explanation you will like #capandtrade #ocra http://is.gd/bLp94,Y,0.3501
DerekAl01150767,12/05/2023 18:29,"Mother Earth, and other texts adopted by the recent People's Conference on Climate Change in Bolivia http://su.pr/ATeEfr",NA,0.68
KyleShire,12/05/2023 18:29,"The only time Obama showed his Eyes to the camera He promised ""Energy Cost Will Skyrocket under Climate Change Bill"" Bueller, Bueller ferris",NA,0.6649
LeftAtLondon,12/05/2023 18:11,Fire Fire the nations on fire your loaded on a freight train but the Climate Change Bill loads you the People like sheep to the slaughter,N,0.4412
JohnnyHoey,12/05/2023 17:56,The Open Veins of Climate Change http://su.pr/252poN #Latism @beingLatino @KetyE #Green #climatechange #WCCPC,Y,1
Mr_Brooksher,12/05/2023 17:33,"Hey, UN:""pay more than lip service to the notion that women are the agents of change"" & name a woman to climate chief. http://bit.ly/bb1X4s",NA,0.6449
belllmonts,12/05/2023 17:20,: The Climate-Change Delay http://www.commentarymagazine.com/blogs/index.php/jillian-melchior/285851,NA,0.671
StJamesStJames,12/05/2023 17:18,RT @Dr912: Stopping Reids Climate Change Is Like Saving The World #tcot  #912 #Teaparty #RNC #GOP #p2,N,0.6864
escapefromNYnow,12/05/2023 17:11,"Will climate change advance gender equality?  Advancement in ""social dimensions"" in UNFCC talks, according to Tracy Raczek",NA,0.3607
Nyanoraptor,12/05/2023 17:06,New E.P.A. report on U.S. Climate Indicators. http://green.blogs.nytimes.com/2010/04/27/e-p-a-makes-its-case-on-climate-change/,NA,0.6305
_CLancellotti,12/05/2023 16:52,RT @nytimesscience: E.P.A. Makes Its Case on Climate Change http://bit.ly/bqRlWe,NA,0.6396
wickedinsignia,12/05/2023 16:52,Irish LED manufacturer Nualight raises '9.1m in funding round led by Climate Change Capital http://url4.eu/31Xrk,Y,1
FoxxDoesThings,12/05/2023 16:43,Irish LED manufacturer Nualight raises '9.1m in funding round led by Climate Change Capital http://url4.eu/31XrI,Y,0.6476
theashleyray,12/05/2023 16:33,Remember the right-wing furor over leaked climate change emails. Where is their rage over the Goldman Sachs emails?,N,0.6493
XanderMobusVO,12/05/2023 16:24,"Hmmm. Human activities, global warming...see a connection? : 1905 | Shorpy http://bit.ly/cb4Sc7",Y,0.6314
EliMcCann,12/05/2023 16:18,Brooke Shields Upset that Global Warming Does not Exist: Brooke Shields Upset With Reports that Global Warming Doe... http://bit.ly/aKDM71,NA,0.6887
ChikoritaCheez,12/05/2023 16:15,RT @nytenvironment: E.P.A. Makes Its Case on Climate Change http://bit.ly/c4lwEX,NA,0.6849
mark_riedl,12/05/2023 16:03,"CONTRAILS & MAN-MADE CLOUDS CHANGE CLIMATE, HARMING AGRICULTURE:  http://bit.ly/brjTWO (FTSN Social)",Y,0.6946
riksoz,12/05/2023 15:17,MIT Sloan Feed: Leading an Environmentally Sustainable Enterprise: Climate change poses perhaps the premiere threa... http://bit.ly/djVwut,NA,0.6465
its_oberon,12/05/2023 14:47,E.P.A. Makes Its Case on Climate Change http://bit.ly/as7lTs,Y,0.5148
sceptic100,12/05/2023 14:33,: ) @snarkandboobs Why the heck did it get cold all of a sudden? Is Al Gore in town for a Global Warming speech or something?,N,0.643
audipenny,12/05/2023 14:31,RT @UN: 2 more rounds of climate change talks to be hosted by UN before summit in Mexico  http://bit.ly/btN2fv #UN #news,NA,0.6996
FreyaHolmer,12/05/2023 14:16,E.P.A. Makes Its Case on Climate Change http://bit.ly/95qwi1,Y,1
laurenashastro,12/05/2023 13:59,E.P.A. Makes Its Case on Climate Change http://bit.ly/bqRlWe,Y,1
BeardedRoofer68,12/05/2023 13:14,"talking about iguanas, I love this vid of frozen iguanas falling out of trees. global warming! http://bit.ly/aAz2Lx",N,0.6048
Lons,12/05/2023 13:09,E.P.A. Makes Its Case on Climate Change: The E.P.A. releases a glossy report to help Americans make sense of clima... http://bit.ly/beCmid,Y,1
checktherhyme1_,12/05/2023 12:45,E.P.A. Makes Its Case on Climate Change: The E.P.A. releases a glossy report to help Americans make sense of clima... http://bit.ly/cPdG4r,Y,1
ledleviathan,12/05/2023 12:45,Climate Change Still Ranks As Top Global Issue http://bit.ly/9DbEv4,Y,0.6677
Anticleric,12/05/2023 12:41,RT @UN: 2 more rounds of climate change talks to be hosted by UN before summit in Mexico  http://bit.ly/btN2fv #UN #news,NA,1
andylevy,12/05/2023 12:23,Climate Change Still Ranks As Top Global Issue http://bit.ly/9DbEv4,Y,0.6261
StarBarduous,12/05/2023 10:43,"RT @samboykin: 66% of Hispanics: ""tackling climate change should be a 'high' or 'very high' priority"": http://bit.ly/aFLskA",Y,1
PeterDiamandis,12/05/2023 10:36,"66% of Hispanics: ""tackling climate change should be a 'high' or 'very high' priority"": http://bit.ly/aFLskA",Y,1
GroupOfFiveGuys,12/05/2023 08:51,Why CO2 projections on Global Warming are false: While projections and predictions on CO2 concentrations in the at... http://bit.ly/d9Ta02,N,0.5644
Lons,12/05/2023 08:46,EPA Issues Report on U.S. Climate Change Indicators http://bit.ly/bko2Qw,Y,1
comradeaux,12/05/2023 08:24,U.S. EPA Climate Change Indicator Report http://bit.ly/9Ea6Gp,Y,0.672
halborski,12/05/2023 07:29,2 more rounds of climate change talks to be hosted by UN before summit in Mexico  http://bit.ly/btN2fv #UN #news,NA,1
T_Zahil,12/05/2023 06:40,"RT @funnywhitedog: RT @ipsnews: CLIMATE CHANGE: Forests Not for Absorbing Carbon, Say Activists http://bit.ly/c89JS4 #redd #indigenous",Y,0.6665
yuxiangw_cs,12/05/2023 05:48,Grapes: the best early-warning system for the effects of climate change? @TheAtlantic http://bit.ly/9QYx9f,Y,1
Betty__Quinn,12/05/2023 05:38,Climate Change Still Ranks As Top Global Issue http://goo.gl/fb/EaWzu #cleantech,Y,0.7368
jm95lovely,12/05/2023 05:38,Climate Change Still Ranks As Top Global Issue http://url4.eu/2zjag,NA,0.6713
ZakugaMignon,11/05/2023 00:11,Climate Change Still Ranks As Top Global Issue http://url4.eu/2zjaU,Y,0.6364
CharbonGaz,10/05/2023 23:39,RT @loveandstyle: http://twitpic.com/1ivple -//INSANE almost May and #Vermont has snow!  Seriously who said Global Warming doesnt exist?,Y,0.6498
OfficialLoganK,10/05/2023 23:38,"Farmers Profit From Raw Milk; Vegetable Carts Not So Lucrative ...: Plus: wine grapes as global-warming barometer,... http://bit.ly/dtvq3K",NA,0.6882
abacaj,10/05/2023 23:32,Global Warming & Profiteering in the Obama Administration http://www.pjtv.com/v/3455,N,0.6485
malikthesudani,10/05/2023 23:26,Factor producer Jesse Watters caught up with former VP Al Gore and talked about global warming.  We'll show you the... http://bit.ly/cJFuBI,N,0.3755
childishgamzeno,10/05/2023 22:36,"@xharekx33 That's a good article, though I think the statistics on global warming are actually its weakest link as far as I can see.",N,0.4793
BlisNae,10/05/2023 22:24,Science!: Whales Fight Global Warming http://tinyurl.com/2vwys8q,Y,1
PenBerzerker,10/05/2023 22:03,"Brooke's 'Green' Worries: POP TARTS: Shields says she is disturbed by reports that global warming doesn't exist, w... http://bit.ly/cMY7SJ",Y,1
icreatelife,10/05/2023 21:54,"@glennbeck goldman ball sack, sally freddie and global government warming gore tax capstone oil shit.",NA,0.6613
kartewnboi,10/05/2023 21:21,"@deejaykhalil yeah, racism drugs & sex are no longer problems apparently cuz TV shows only preach to us about global warming now #hcr",NA,0.6612
EliotETC,10/05/2023 21:19,Global Warming & Guyana's Flood Control Problems! http://guyanaatthecrossroads.blogspot.com/,Y,0.6265
Leftovers_Movie,10/05/2023 21:04,"How Cap And Trade Was 'Trashed': Climate-change legislation has suffered a major setback in the Senate, with its key... http://n.pr/ajcBSn",Y,0.6745
ashwritesgames,10/05/2023 20:54,New York: NIRI-NY Presents Program on 'Navigating Climate Change Disclosure' http://bit.ly/do2npj,Y,0.7194
Star_W_Rose,10/05/2023 20:35,"UN remains proper platform for climate change talks: De Boer: By Xinhua writer Liu Xiaoyan, Huang Kun BONN, German... http://bit.ly/9czEgo",NA,0.6937
gothamfreak_,10/05/2023 20:26,RT @GayaneAdourian: Is global warming causing more volcanoes? (video) http://bit.ly/biH63s #science,Y,0.6537
klarnaseb,10/05/2023 20:05,Kevin Grandia: Winning Webby's for Climate Change: Three top climate change campaigns last year are up for presti... http://huff.to/c0xww0,NA,0.6524
_Lost_letters_,10/05/2023 19:49,Disastrous Computer Models Predictions From Limits to Growth to Global Warming http://ff.im/-jqwJN,Y,1
mizliz_,10/05/2023 19:26,"Tina Gerhardt: Bolivia 'people's conference' calls for system change, not climate change http://bit.ly/a7JOfE",NA,0.6895
salarta,10/05/2023 19:02,"A. Siegel: Scientific Society Revises Climate Change Statement: science advances: For some reason, it seems doubt... http://huff.to/abTvMU",NA,0.6564
KashPrime,10/05/2023 18:59,"Those linking the Miss. tornadoes and #climate change, have we already forgotten #snowpocalypse? Not a winning argument..",N,0.4905
Subimaginati,10/05/2023 18:49,@Newsweek - emotional climate change here in the US!,NA,0.7025
rowancheung,10/05/2023 18:45,Arctic adventurers get set to study climate change http://bit.ly/bKSe0d,Y,0.6486
chribbzz,10/05/2023 18:28,Graham backs out of climate-change coalition http://is.gd/bIqhY Was supp to introduce today--blow to Obozo #tcot #gop #teaparty,NA,0.6788
hobiriam,10/05/2023 18:15,New post: Cloudy with a Chance of Climate Change (http://bit.ly/asXGjd) http://bit.ly/asXGjd,N,0.4768
M_Millerman,10/05/2023 18:13,NIRI-NY Presents Program on 'Navigating Climate Change Disclosure' - http://tinyurl.com/y4bm63x #nyc,NA,0.5188
FlakPhoto,10/05/2023 18:10,Global Warming: EPA Cover-Up ~ Walter E. Williams:  http://bit.ly/9TlcqK (FTSN Social),N,0.678
nkulw,10/05/2023 18:07,WASHINGTON (Reuters) - One of President Barack Obama's top priorities -- tackling global warming -- suffered a sev... http://bit.ly/baCvYl,Y,0.6875
_Lizstar_,10/05/2023 17:44,Scary! Could global warming be causing tropical illnesses and bacteria to appear in otherwise non tropical areas of the world?,Y,1
_Lizstar_,10/05/2023 17:20,Dems will still push global maybe warming bill: http://bit.ly/aT2kXl via @addthis,NA,0.6724
aesthetikeit,10/05/2023 17:07,Obama's climate change agenda in turmoil: http://crotchshotradio.com/2010/04/25/obama's-climate-change-agenda-in-turmoil/ - &lt;i...,NA,1
nahiseokie,10/05/2023 17:07,Decision Time ' UK Election & Climate Change http://bit.ly/bHI1ks (Youth Climate Mvmt),NA,0.8212
carcerking,10/05/2023 17:00,RT @USRealityCheck: Obama's climate change agenda in turmoil: WASHINGTON (AFP) ' http://bit.ly/dBZ5lo raw #US,Y,0.5067
thrasherxy,10/05/2023 16:55,"@bryanrwalsh When I read 'I'm all for combating global warming, but,'  hard to keep reading. Wait till next yr and pass carbon tax? Pleeze.",Y,1
indyfromspace,10/05/2023 16:50,I'm considering telling my professor that finishing this final paper would poison the well on the climate change bill. #lindseygrahamisatool,N,0.5101
kagamicrophone,10/05/2023 16:48,Charter Of Assembly Of Social Movements Of Global People's Conference On Climate Change http://bit.ly/9uJYmJ by @indigenousissue,NA,0.7033
kvanaren,10/05/2023 16:41,Climate change scientists turn to Inuits for research: http://digg.com/d31O9N2,Y,1
PatrioticPizzas,10/05/2023 16:13,Millions out to protest global warming... http://tweetphoto.com/12771109 - I found Al Gore! http://tweetphoto.com/12771190 #tcot,N,0.6642
Carnage4Life,10/05/2023 16:11,"RT @MarthaStewart: much needed rain is falling-gardens & fields verdant & blooming, but everything's 2 wks ahead of schedule-global warming?",N,1
RingMasterRa33,10/05/2023 16:06,RT @RaysFreedomHash: Kuna Indians Prepare For Relocation As Traditional Homes Sink Due To Climate Change http://bit.ly/cEs5qN by @indigenousissue,Y,1
jakeformers,10/05/2023 15:49,Kuna Indians Prepare For Relocation As Traditional Homes Sink Due To Climate Change http://bit.ly/cEs5qN by @indigenousissue,Y,1
NdumisoChili3,10/05/2023 15:49,"Celebrate Earth Day 2010 by watching ""The Climate Change Rally"" in DC online today (Sunday, April 25). http://tinyurl.com/2da96cc",Y,1
mikerugnetta,10/05/2023 15:04,RT @nprscience: Could Cleaner Air Actually Intensify Global Warming? http://n.pr/aJVq8f,Y,1
youngvulgarian,10/05/2023 14:58,"Twenty Years of Advocacy, Not Journalism, on Global Warming http://bit.ly/cG3pnf",Y,0.6792
jonrosenberg,10/05/2023 14:57,Lindsey Graham bails on climate change at the 1st opportunity conveniently avoiding lunatics in his own party who would have come after him.,NA,0.6785
marksnotnice,10/05/2023 14:46,Charter Of The Assembly Of Social Movements Of The Global People's Conference On Climate Change ... http://bit.ly/9uJYmJ by @indigenousissue,NA,0.6591
onlypopgirl,10/05/2023 14:30,RT @AmericaBlog: Surprsie! Lindsey Graham drops out of climate change talks because Dems want to bring up immig... http://bit.ly/9VOYFP #p2,NA,0.6634
